"Date of Download: 2022-03-20_19:28:59"
"Search Parameters: Data Level:all  Trait List:  Trial List:6893,6631,6605,6632,6606,6332,6635,6943,5337  Accession List:  Plot List:  Plant List:  Location List:  Year List:  Include Timestamp:0  Trait Contains:  Minimum Phenotype:   Maximum Phenotype:  Exclude Phenotype Outlier: 0"

"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","L chromometer value|CO_334:0002065","a chromometer value|CO_334:0002066","apical pubescence visual rating 0-2|CO_334:0000309","b chromometer value|CO_334:0002064","branching level counting|CO_334:0000079","cassava anthractnose disease incidence in 6-month|CO_334:0000181","cassava anthractnose disease severity in 6-month|CO_334:0000184","cassava bacterial blight incidence 3-month evaluation|CO_334:0000178","cassava bacterial blight severity 3-month evaluation|CO_334:0000175","cassava green mite severity first evaluation|CO_334:0000189","cassava mosaic disease incidence 1-month evaluation|CO_334:0000195","cassava mosaic disease incidence 3-month evaluation|CO_334:0000196","cassava mosaic disease severity 1-month evaluation|CO_334:0000191","cassava mosaic disease severity 3-month evaluation|CO_334:0000192","central leaf shape visual rating 1-10|CO_334:0000119","dry matter content percentage|CO_334:0000092","dry yield|CO_334:0000014","ease of peeling root cortex visual rating 1-3|CO_334:0000308","first apical branch height measurement in cm|CO_334:0000106","first fully expanded leaf color visual rating 1-9|CO_334:0000102","fresh root yield|CO_334:0000013","fresh shoot weight measurement in kg per plot|CO_334:0000016","fresh storage root weight per plot|CO_334:0000012","fufu dry weight in kg|CO_334:0002019","fufu fibre weight in g|CO_334:0002016","fufu initial weight in kg|CO_334:0002013","fufu peel weight in kg|CO_334:0002014","fufu peeled root weight in kg|CO_334:0002015","fufu pressed weight in kg|CO_334:0002018","gari fried weight in kg|CO_334:0002026","gari initial weight in kg|CO_334:0002020","gari mash weight in kg|CO_334:0002023","gari peel weight in kg|CO_334:0002021","gari peeled root weight in kg|CO_334:0002022","gari pressed weight in kg|CO_334:0002024","gari pulverised weight in kg|CO_334:0002025","gari shaft coarse weight in g|CO_334:0002027","gari shaft medium weight in g|CO_334:0002028","harvest index variable|CO_334:0000015","initial vigor assessment 1-7|CO_334:0000009","petiole color visual rating 1-9|CO_334:0000023","plant architecture visual rating 1-5|CO_334:0000099","plant height measurement in cm|CO_334:0000018","plant stands harvested counting|CO_334:0000010","root neck length visual rating 0-7|CO_334:0000022","root number counting|CO_334:0000011","rotted storage root counting|CO_334:0000084","sprout count at one-month|CO_334:0000213","sprout count at six-month|CO_334:0000215","sprout count at three-month|CO_334:0000214","sprouting proportion|CO_334:0000008","starch content percentage|CO_334:0000071","staygreen visual scale 1-9|CO_334:0000224","storage root cortex color visual rating 1-4|CO_334:0000115","storage root periderm color visual rating 1-4|CO_334:0000064","storage root pulp color visual rating 1-3|CO_334:0000021","storage root shape visual rating 1-6|CO_334:0000020","storage root size visual rating 1-7|CO_334:0000019","total carotenoid by chart 1-8|CO_334:0000161","unexpanded apical leaf color visual rating 1-9|CO_334:0000101","notes"
"2017","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","5337","17.GS.GeneticGain.UB","Genetic Gain trial in Ubiaja (823 Clones) for breeding season 2017-18","Augmented","1","5","0.9025","no","no","2017-July-14","2018-July-14","5","Ubiaja","1232","IITA-TMS-IBA000338","00/0338,I000338,TMS 00/0338,TMS-I000338","plot","1330359","2018-17.GS.GeneticGain.UB-plot110_IITA-TMS-IBA000338","1","2","110","","","test","","86.965","0.87","","31.695","","","","","","","","","","","","12","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","1","3","1","2","5","1","","TZMRK180001_1-1"
"2017","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","5337","17.GS.GeneticGain.UB","Genetic Gain trial in Ubiaja (823 Clones) for breeding season 2017-18","Augmented","1","5","0.9025","no","no","2017-July-14","2018-July-14","5","Ubiaja","9530","IITA-TMS-IBA000214","00/0214,I000214,TMS 00/0214,TMS-I000214","plot","1330366","2018-17.GS.GeneticGain.UB-plot112_IITA-TMS-IBA000214","1","2","112","","","test","","89.43","0.405","","22.08","","","","","","","","","","","","25","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","1","2","1","2","5","1","","TZMRK180001_1-1"
"2017","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","5337","17.GS.GeneticGain.UB","Genetic Gain trial in Ubiaja (823 Clones) for breeding season 2017-18","Augmented","1","5","0.9025","no","no","2017-July-14","2018-July-14","5","Ubiaja","1940","IITA-TMS-IBA000101","00/0101,I000101,TMS 00/0101,TMS-I000101","plot","1330217","2018-17.GS.GeneticGain.UB-plot113_IITA-TMS-IBA000101","1","2","113","","","test","","89.35","0.545","","19.605","","","","","","","","","","","","22","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","1","3","1","2","3","1","","TZMRK180001_1-1"
"2017","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","5337","17.GS.GeneticGain.UB","Genetic Gain trial in Ubiaja (823 Clones) for breeding season 2017-18","Augmented","1","5","0.9025","no","no","2017-July-14","2018-July-14","5","Ubiaja","1932","IITA-TMS-IBA000049","00/0049,I000049,TMS 00/0049,TMS-I000049","plot","1330541","2018-17.GS.GeneticGain.UB-plot114_IITA-TMS-IBA000049","1","2","114","","","test","","88.65","-0.09","","19.145","","","","","","","","","","","","30","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","1","3","1","2","3","1","","TZMRK180001_1-1"
"2017","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","5337","17.GS.GeneticGain.UB","Genetic Gain trial in Ubiaja (823 Clones) for breeding season 2017-18","Augmented","1","5","0.9025","no","no","2017-July-14","2018-July-14","5","Ubiaja","1258","IITA-TMS-IBA000378","00/0378,I000378,TMS 00/0378,TMS-I000378","plot","1330259","2018-17.GS.GeneticGain.UB-plot116_IITA-TMS-IBA000378","1","2","116","","","test","","89.25","-0.115","","22.665","","","","","","","","","","","","32","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","1","3","1","2","5","1","","TZMRK180001_1-1"
"2017","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","5337","17.GS.GeneticGain.UB","Genetic Gain trial in Ubiaja (823 Clones) for breeding season 2017-18","Augmented","1","5","0.9025","no","no","2017-July-14","2018-July-14","5","Ubiaja","1239","IITA-TMS-IBA000345","00/0345,I000345,TMS 00/0345,TMS-I000345","plot","1330816","2018-17.GS.GeneticGain.UB-plot117_IITA-TMS-IBA000345","1","2","117","","","test","","90.66","-0.285","","19.125","","","","","","","","","","","","36","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","1","3","1","2","3","1","","TZMRK180001_1-1"
"2017","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","5337","17.GS.GeneticGain.UB","Genetic Gain trial in Ubiaja (823 Clones) for breeding season 2017-18","Augmented","1","5","0.9025","no","no","2017-July-14","2018-July-14","5","Ubiaja","1241","IITA-TMS-IBA000346","00/0346,I000346,TMS 00/0346,TMS-I000346","plot","1330092","2018-17.GS.GeneticGain.UB-plot118_IITA-TMS-IBA000346","1","2","118","","","test","","89.395","-0.17","","20.12","","","","","","","","","","","","33","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","","","","","","1","3","1","2","5","1","","TZMRK180001_1-1"
"2017","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","5337","17.GS.GeneticGain.UB","Genetic Gain trial in Ubiaja (823 Clones) for breeding season 2017-18","Augmented","1","5","0.9025","no","no","2017-July-14","2018-July-14","5","Ubiaja","1928","IITA-TMS-IBA000017","00/0017,I000017,TMS 00/0017,TMS-I000017","plot","1330196","2018-17.GS.GeneticGain.UB-plot119_IITA-TMS-IBA000017","1","2","119","","","test","","88.335","-0.325","","19.425","","","","","","","","","","","","12","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","1","3","1","2","5","1","","TZMRK180001_1-1"
"2017","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","5337","17.GS.GeneticGain.UB","Genetic Gain trial in Ubiaja (823 Clones) for breeding season 2017-18","Augmented","1","5","0.9025","no","no","2017-July-14","2018-July-14","5","Ubiaja","91908","IITA-TMS-IBA070052","I070052","plot","1330530","2018-17.GS.GeneticGain.UB-plot11_IITA-TMS-IBA070052","1","1","11","","","test","","86.085","1.12","","30.935","","","","","","","","","","","","24","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","1","3","1","2","5","1","","TZMRK180001_1-1"
"2017","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","5337","17.GS.GeneticGain.UB","Genetic Gain trial in Ubiaja (823 Clones) for breeding season 2017-18","Augmented","1","5","0.9025","no","no","2017-July-14","2018-July-14","5","Ubiaja","1256","IITA-TMS-IBA000364","00/0364,I000364,TMS 00/0364,TMS-I000364","plot","1330267","2018-17.GS.GeneticGain.UB-plot120_IITA-TMS-IBA000364","1","2","120","","","test","","89.85","0.09","","19.88","","","","","","","","","","","","38","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","1","2","1","2","3","1","","TZMRK180001_1-1"
"2017","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","5337","17.GS.GeneticGain.UB","Genetic Gain trial in Ubiaja (823 Clones) for breeding season 2017-18","Augmented","1","5","0.9025","no","no","2017-July-14","2018-July-14","5","Ubiaja","1237","IITA-TMS-IBA000342","00/0342,I000342,TMS 00/0342,TMS-I000342","plot","1330801","2018-17.GS.GeneticGain.UB-plot121_IITA-TMS-IBA000342","1","2","121","","","test","","89.215","0.145","","19.515","","","","","","","","","","","","30","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","1","3","1","2","5","1","","TZMRK180001_1-1"
"2017","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","5337","17.GS.GeneticGain.UB","Genetic Gain trial in Ubiaja (823 Clones) for breeding season 2017-18","Augmented","1","5","0.9025","no","no","2017-July-14","2018-July-14","5","Ubiaja","9528","IITA-TMS-IBA000211","00/0211,I000211,TMS 00/0211,TMS-I000211","plot","1330689","2018-17.GS.GeneticGain.UB-plot122_IITA-TMS-IBA000211","1","2","122","","","test","","90.455","-0.205","","21.165","","","","","","","","","","","","26","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","1","3","1","2","3","1","","TZMRK180001_1-1"
"2017","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","5337","17.GS.GeneticGain.UB","Genetic Gain trial in Ubiaja (823 Clones) for breeding season 2017-18","Augmented","1","5","0.9025","no","no","2017-July-14","2018-July-14","5","Ubiaja","1249","IITA-TMS-IBA000355","00/0355,I000355,TMS 00/0355,TMS-I000355","plot","1330843","2018-17.GS.GeneticGain.UB-plot123_IITA-TMS-IBA000355","1","2","123","","","test","","88.005","0.585","","21.93","","","","","","","","","","","","38","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","1","3","1","2","5","1","","TZMRK180001_1-1"
"2017","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","5337","17.GS.GeneticGain.UB","Genetic Gain trial in Ubiaja (823 Clones) for breeding season 2017-18","Augmented","1","5","0.9025","no","no","2017-July-14","2018-July-14","5","Ubiaja","1243","IITA-TMS-IBA000350","00/0350,I000350,TMS 00/0350,TMS-I000350","plot","1330165","2018-17.GS.GeneticGain.UB-plot124_IITA-TMS-IBA000350","1","2","124","","","test","","90.195","-0.245","","22.19","","","","","","","","","","","","34","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","1","3","1","2","3","1","","TZMRK180001_1-1"
"2017","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","5337","17.GS.GeneticGain.UB","Genetic Gain trial in Ubiaja (823 Clones) for breeding season 2017-18","Augmented","1","5","0.9025","no","no","2017-July-14","2018-July-14","5","Ubiaja","1936","IITA-TMS-IBA000070","00/0070,I000070,IBA000070,IITA-IITA-TMS-IBA000070,IITA-TMS-000070,TMS 00/0070,TMS-70,TMS-I000070,TMS-IBA000070","plot","1330727","2018-17.GS.GeneticGain.UB-plot125_IITA-TMS-IBA000070","1","2","125","","","test","","87.74","0.215","","20.46","","","","","","","","","","","","26","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","1","2","1","2","5","1","","TZMRK180001_1-1"
"2017","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","5337","17.GS.GeneticGain.UB","Genetic Gain trial in Ubiaja (823 Clones) for breeding season 2017-18","Augmented","1","5","0.9025","no","no","2017-July-14","2018-July-14","5","Ubiaja","1247","IITA-TMS-IBA000354","00/0354,I000354,TMS 00/0354,TMS-I000354","plot","1330381","2018-17.GS.GeneticGain.UB-plot126_IITA-TMS-IBA000354","1","2","126","","","test","","89.94","0.205","","21.055","","","","","","","","","","","","43","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","1","3","1","2","3","1","","TZMRK180001_1-1"
"2017","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","5337","17.GS.GeneticGain.UB","Genetic Gain trial in Ubiaja (823 Clones) for breeding season 2017-18","Augmented","1","5","0.9025","no","no","2017-July-14","2018-July-14","5","Ubiaja","9533","IITA-TMS-IBA000222","00/0222,I000222,TMS 00/0222,TMS-I000222","plot","1330088","2018-17.GS.GeneticGain.UB-plot127_IITA-TMS-IBA000222","1","2","127","","","test","","85.66","0.655","","31.95","","","","","","","","","","","","26","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","1","3","2","2","5","3","","TZMRK180001_1-1"
"2017","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","5337","17.GS.GeneticGain.UB","Genetic Gain trial in Ubiaja (823 Clones) for breeding season 2017-18","Augmented","1","5","0.9025","no","no","2017-July-14","2018-July-14","5","Ubiaja","91900","IITA-TMS-MOK000068","M000068","plot","1330464","2018-17.GS.GeneticGain.UB-plot128_IITA-TMS-MOK000068","1","2","128","","","test","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","1","3","1","2","5","1","","TZMRK180001_1-1"
"2017","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","5337","17.GS.GeneticGain.UB","Genetic Gain trial in Ubiaja (823 Clones) for breeding season 2017-18","Augmented","1","5","0.9025","no","no","2017-July-14","2018-July-14","5","Ubiaja","91901","IITA-TMS-MOK000175","M000175","plot","1330144","2018-17.GS.GeneticGain.UB-plot129_IITA-TMS-MOK000175","1","2","129","","","test","","88.69","0.25","","20.76","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","1","3","1","2","5","1","","TZMRK180001_1-1"
"2017","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","5337","17.GS.GeneticGain.UB","Genetic Gain trial in Ubiaja (823 Clones) for breeding season 2017-18","Augmented","1","5","0.9025","no","no","2017-July-14","2018-July-14","5","Ubiaja","91911","IITA-TMS-IBA070170","I070170","plot","1330240","2018-17.GS.GeneticGain.UB-plot12_IITA-TMS-IBA070170","1","1","12","","","test","","87.51","0.95","","21.555","","","","","","","","","","","","25","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","1","3","1","2","5","1","","TZMRK180001_1-1"
"2017","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","5337","17.GS.GeneticGain.UB","Genetic Gain trial in Ubiaja (823 Clones) for breeding season 2017-18","Augmented","1","5","0.9025","no","no","2017-July-14","2018-July-14","5","Ubiaja","15945","IITA-TMS-MOK000146","M00/0146,M000146,TMS M00/0146,TMS-M000146","plot","1330481","2018-17.GS.GeneticGain.UB-plot130_IITA-TMS-MOK000146","1","2","130","","","test","","86.34","0.625","","19.165","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","1","3","1","2","5","1","","TZMRK180001_1-1"
"2017","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","5337","17.GS.GeneticGain.UB","Genetic Gain trial in Ubiaja (823 Clones) for breeding season 2017-18","Augmented","1","5","0.9025","no","no","2017-July-14","2018-July-14","5","Ubiaja","20210","IITA-TMS-MOK000044","M00/0044,M000044,MM000044,TMS M00/0044,TMS-M000044","plot","1330579","2018-17.GS.GeneticGain.UB-plot131_IITA-TMS-MOK000044","1","2","131","","","test","","83.05","5.37","","44.55","","","","","","","","","","","","22","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","1","3","1","2","5","1","","TZMRK180001_1-1"
"2017","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","5337","17.GS.GeneticGain.UB","Genetic Gain trial in Ubiaja (823 Clones) for breeding season 2017-18","Augmented","1","5","0.9025","no","no","2017-July-14","2018-July-14","5","Ubiaja","15943","IITA-TMS-MOK000142","M00/0142,M000142,TMS M00/0142,TMS-M000142","plot","1330713","2018-17.GS.GeneticGain.UB-plot132_IITA-TMS-MOK000142","1","2","132","","","test","","91.24","0.43","","19.475","","","","","","","","","","","","36","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","1","3","1","2","5","1","","TZMRK180001_1-1"
"2017","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","5337","17.GS.GeneticGain.UB","Genetic Gain trial in Ubiaja (823 Clones) for breeding season 2017-18","Augmented","1","5","0.9025","no","no","2017-July-14","2018-July-14","5","Ubiaja","28611","IITA-TMS-ZAR000012","Z00/0012,Z000012","plot","1330838","2018-17.GS.GeneticGain.UB-plot133_IITA-TMS-ZAR000012","1","2","133","","","test","","87.035","0.25","","21.615","","","","","","","","","","","","21","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","1","3","1","2","5","1","","TZMRK180001_1-1"
